

1	ARTICULUS	ARTICULUS	NN	Artikel	nom|sg|masc	PNC	2
48	Warheit	Wahrheit	NN	Wahrheit	acc|sg|fem	OA	49
49	bekenne	bekenne	VVFIN	bekennen	sg|3|pres|subj	PD	171
50	/	/	$,	/	_	--	49
51	beweglich	beweglich	ADJD	beweglich	pos	MO	52
52	zureden	zureden	VVINF	zureden	_	OC	49
53	/	/	$,	/	_	--	52
54	die	die	PRELS	d	acc|pl|neut	NK	58
55	wider	wider	APPR	wider	_	MO	57
56	ihn	ihn	PPER	er	acc|sg|masc|3	NK	55
57	strebende	strebende	ADJA	strebend	acc|pl|fem|pos	NK	58
58	Vermuthungen	Vermutungen	NN	Vermutung	acc|pl|fem	OA	59
59	vorhalten	vorhalten	VVINF	vorhalten	_	CJ	52
60	/	/	$,	/	_	--	59
61	alles	alles	PIS	all	nom|sg|neut	SB	72
62	/	/	$,	/	_	--	61
63	was	was	PWREL	was	nom|sg|neut	SB	66
64	zur	zur	APPRART	zur	dat|sg|fem	MO	66
65	Tortur	Tortur	NN	Tortur	dat|sg|fem	NK	64
66	gehoͤrig	gehörig	ADJD	gehörig	pos	PAR	61
67	/	/	$,	/	_	--	66
68	nicht	nicht	PTKNEG	nicht	_	NG	72
69	anderst	anders	ADV	ander	_	MO	72
70	/	/	$,	/	_	--	69
71	als	als	KOKOM	als	_	CM	85
72	sollte	sollte	VMFIN	sollen	sg|3|past|ind	CJ	49
73	er	er	PPER	er	nom|sg|masc|3	SB	72
74	wuͤrcklich	wirklich	ADJD	wirklich	pos	MO	75
75	torquiret	torquieret	VVPP	torquieret	pos	PD	76
76	werden	werden	VAINF	werden	_	OC	72
77	/	/	$,	/	_	--	76
78	vorlegen	vorlegen	VVFIN	vorlegen	_	NK	99
79	/	/	$,	/	_	--	78
80	und	und	KON	und	_	CD	78
81	zubereiten	zubereiten	VVFIN	zubereiten	_	CJ	80
82	/	/	$,	/	_	--	81
83	ihme	ihm	PPER	er	dat|sg|masc|3	DA	93
84	/	/	$,	/	_	--	83
85	Inquisito	Inquisito	NN	Inquisito	dat|sg|neut	CC	46
86	,	,	$,	,	_	--	85
87	den	den	ART	d	acc|sg|masc	NK	88
88	Scharff-Richter	Scharff-Richter	NN	Scharff-Richter	acc|sg|masc	OA	93
89	/	/	$,	/	_	--	88
90	und	und	KON	und	_	CD	88
91	alle	alle	PIAT	all	acc|pl|masc	NK	92
92	Instrumenten	Instrumenten	NN	Instrument	acc|pl|masc	CJ	90
93	vorweisen	vorweisen	VVINF	vorweisen	_	CJ	81
94	/	/	$,	/	_	--	93
95	die	die	ART	d	acc|pl|neut	NK	96
96	Lichter	Lichter	NN	Licht	acc|pl|neut	OA	97
97	anzuͤnde	anzünde	VVFIN	anzünde	acc|sg|fem|pos	CJ	93
98	/	/	$,	/	_	--	97
99	Inquisiten	Inquisiten	NN	Inquisite	dat|*|masc	OA	104
100	auf	auf	APPR	auf	_	MNR	99
101	gewisse	gewisse	ADJA	gewiß	acc|pl|neut|pos	NK	102
102	Frag-Stuͤcke	Frag-Stücke	NN	Frag-Stücke	acc|pl|neut	NK	100
103	ordentlich	ordentlich	ADJD	ordentlich	pos	MO	104
104	examiniren	examinieren	VVINF	examinieren	_	CJ	76
105	/	/	$,	/	_	--	104
106	solche	solche	PIAT	solch	acc|pl|masc	NK	71
107	/	/	$,	/	_	--	106
108	wie	wie	KOUS	wie	_	MO	109
109	obgemeldt	obgemeldt	NE	obgemeldt	pos	MO	104
110	/	/	$,	/	_	--	109
111	durch	durch	APPR	durch	_	MO	129
112	den	den	ART	d	acc|sg|masc	NK	113
113	Actuarium	Actuarium	NN	Actuarium	acc|sg|masc	NK	111
114	von	von	APPR	von	_	PG	113
115	Mund	Mund	NN	Mund	dat|sg|masc	NK	114
116	in	in	APPR	in	_	MNR	113
117	die	die	ART	d	acc|sg|fem	NK	118
118	Feder	Feder	NN	Feder	acc|sg|fem	NK	116
119	/	/	$,	/	_	--	118
120	mit	mit	APPR	mit	_	MNR	118
121	allen	allen	PIAT	all	dat|pl|fem	NK	122
122	Minen	Minen	NN	Miene	dat|pl|fem	NK	120
123	/	/	$,	/	_	--	122
124	Zeichen	Zeichen	NN	Zeichen	dat|pl|neut	CJ	122
125	/	/	$,	/	_	--	124
126	und	und	KON	und	_	CD	122
127	Umstaͤnden	Umständen	NN	Umstand	dat|pl|masc	CJ	126
128	vermercken	Vermerken	NN	Vermerken	dat|pl|neut	OA	129
129	lassen	lassen	VVINF	lassen	_	CJ	76
130	/	/	$,	/	_	--	129
131	und	und	KON	und	_	CD	129
132	/	/	$,	/	_	--	131
133	mit	mit	APPR	mit	_	MO	139
134	einem	einem	ART	ein	dat|sg|neut	NK	135
135	Wort	Wort	NN	Wort	dat|sg|neut	NK	133
136	/	/	$,	/	_	--	135
137	allen	allen	PIAT	all	acc|sg|masc	NK	138
138	Fleiß	Fleiß	NN	Fleiß	acc|sg|masc	OA	139
139	anwenden	anwenden	VVINF	anwenden	_	CJ	131
140	/	/	$,	/	_	--	139
141	womit	womit	PWAVREL	womit	_	--	0
142	der	der	ART	d	nom|sg|masc	NK	143
143	Inquisit	Inquisit	NN	Inquisit	nom|sg|masc	SB	171
144	zur	zur	APPRART	zur	dat|sg|fem	MNR	143
145	Warheits-Bekandtnus	Warheits-Bekandtnus	NN	Warheits-Bekandtnus	dat|sg|fem	NK	144
146	/	/	$,	/	_	--	145
147	jedoch	jedoch	ADV	jedoch	_	MO	171
148	ohne	ohne	APPR	ohne	_	AC	165
149	daß	daß	KOUS	daß	_	CP	165
150	man	man	PIS	man	nom|sg|*	SB	165
151	ihme	ihm	PPER	er	dat|sg|masc|3	DA	164
152	/	/	$,	/	_	--	151
153	wann	wann	KOUS	wann	_	--	0
154	selbter	selbter	ADJA	selbter	comp	MO	171
155	die	die	ART	d	nom|sg|fem	NK	156
156	Missethat	Missetat	NN	Missetat	nom|sg|fem	OA	164
157	/	/	$,	/	_	--	156
158	auf	auf	APPR	auf	_	MO	161
159	welche	welche	PRELS	welch	acc|pl|neut	NK	158
160	er	er	PPER	er	nom|sg|masc|3	SB	162
161	befraget	befraget	VVFIN	befraget	_	OC	162
162	wird	wird	NE	Wirt	sg|3|pres|ind	RC	156
163	/	/	$,	/	_	--	162
164	bekennen	bekennen	VVINF	bekennen	_	OC	165
165	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	MO	139
166	/	/	$,	/	_	--	165
167	einige	einige	PIAT	einig	acc|pl|neut	NK	168
168	Gnad	Gnade	NN	Gnade	acc|pl|neut	OA	171
169	oder	oder	KON	oder	_	CD	168
170	Linderung	Linderung	NN	Linderung	acc|sg|fem	CJ	169
171	verspreche	verspreche	VVFIN	versprechen	sg|3|pres|subj	PAR	176
172	/	/	$,	/	_	--	171
173	sondern	sondern	KON	sondern	_	--	0
174	freywillig	freiwillig	ADJD	freiwillig	pos	MO	176
175	/	/	$,	/	_	--	174
176	gebracht	gebracht	VVPP	bringen	_	OC	177
177	werde	werde	VAFIN	werden	sg|3|pres|subj	CJ	173
178	.	.	SENT	.	_	--	177

1	§.	§.	$(	§	nom|sg|*	--	0
2	5.	5.	CARD	@ord@	_	--	0

1	Erfolgte	Erfolgte	NN	Erfolgte	nom|pl|*	RE	6
2	nun	nun	ADV	nun	_	MO	4
3	dieselbe	dieselbe	PDS	derselbe	acc|pl|masc	NK	4
4	nicht	nicht	PTKNEG	nicht	_	NG	1
5	/	/	$,	/	_	--	4
6	so	so	ADV	so	_	MO	7
7	solle	solle	VMFIN	sollen	sg|3|pres|subj	--	0
8	das	das	ART	d	nom|sg|neut	NK	9
9	Gericht	Gericht	NN	Gericht	nom|sg|neut	SB	7
10	den	den	ART	d	dat|pl|neut	NK	11
11	Inquisiten	Inquisiten	NN	Inquisite	acc|sg|masc	OA	24
12	mit	mit	APPR	mit	_	MNR	11
13	der	der	ART	d	dat|sg|fem	NK	14
14	Erinnerung	Erinnerung	NN	Erinnerung	dat|sg|fem	NK	12
15	/	/	$,	/	_	--	14
16	daß	daß	KOUS	daß	_	CP	36
17	man	man	PIS	man	nom|sg|*	SB	36
18	ihme	ihm	PPER	er	dat|sg|masc|3	DA	24
19	noch	noch	ADV	noch	_	MO	21
20	einige	einige	PIAT	einig	acc|sg|fem	NK	21
21	Zeit	Zeit	NN	Zeit	acc|sg|fem	OA	24
22	zum	zum	APPRART	zum	dat|sg|neut	MNR	21
23	Bedencken	Bedenken	NN	Bedenken	dat|sg|neut	NK	22
24	geben	geben	VVINF	geben	_	OC	7
25	/	/	$,	/	_	--	24
26	so	so	ADV	so	_	MO	27
27	dann	dann	ADV	dann	_	MO	7
28	aber	aber	ADV	aber	_	MO	7
29	unfehlbar	unfehlbar	ADJD	unfehlbar	pos	MO	35
30	die	die	ART	d	acc|sg|fem	NK	32
31	selbste	Selbsttee	NN	Selbsttee	acc|sg|fem|pos	NK	32
32	Tortur	Tortur	NN	Tortur	acc|sg|fem	OA	44
33	an	an	APPR	an	_	MO	35
34	ihn	ihn	PPER	er	acc|sg|masc|3	NK	33
35	vollziehen	vollziehen	VVINF	vollziehen	_	OC	36
36	werde	werde	VAFIN	werden	sg|3|pres|subj	CC	6
37	/	/	$,	/	_	--	36
38	an	an	APPR	an	_	MO	44
39	sein	sein	PPOSAT	sein	acc|sg|neut	NK	41
40	vorheriges	vorheriges	ADJA	vorheriges	acc|sg|neut|pos	NK	41
41	Ort	Ort	NN	Ort	acc|sg|masc	NK	38
42	des	des	ART	d	gen|sg|neut	NK	43
43	Verhaffts	Verhaffts	NN	Verhaffts	gen|sg|neut	AG	41
44	fuͤhren	führen	VVINF	führen	_	OC	45
45	lassen	lassen	VVINF	lassen	_	OC	7
46	/	/	$,	/	_	--	45
47	den	den	ART	d	acc|sg|masc	NK	49
48	andern	anderen	ADJA	ander	acc|sg|masc|pos	NK	49
49	Tag	Tag	NN	Tag	acc|sg|masc	DA	56
50	darauf	darauf	PAV	darauf	_	MO	56
51	aber	aber	ADV	aber	_	MO	56
52	/	/	$,	/	_	--	51
53	das	das	ART	d	nom|sg|neut	NK	55
54	gehabte	gehabte	ADJA	gehabt	nom|sg|neut|pos	NK	55
55	Examen	Examen	NN	Examen	nom|sg|neut	OA	56
56	vorlesen	vorlesen	VVINF	vorlesen	_	CJ	45
57	/	/	$,	/	_	--	56
58	und	und	KON	und	_	CD	56
59	ob	ob	KOUS	ob	_	CP	66
60	er	er	PPER	er	nom|sg|masc|3	SB	66
61	nichts	nichts	PIS	nichts	*|*|neut	OA	65
62	mehrers	mehreres	PIS	mehrere	acc|sg|neut	OA	63
63	bekennen	bekennen	VVINF	bekennen	_	OC	66
64	oder	oder	KON	oder	_	CD	63
65	beysetzen	beisetzen	VVINF	beisetzen	_	CJ	64
66	wolle	wolle	VMFIN	wollen	sg|3|pres|subj	RE	50
67	/	/	$,	/	_	--	66
68	befragen	befragen	VVINF	befragen	_	CJ	58
69	.	.	SENT	.	_	--	68

1	§.	§.	$(	§	nom|sg|*|pos	--	0
2	6.	6.	CARD	@ord@	_	--	0

1	Gienge	Ginge	VVFIN	gehen	_	MO	23
2	hingegen	hingegen	ADV	hingegen	_	MO	1
3	die	die	ART	d	acc|sg|fem	NK	4
4	Verordnung	Verordnung	NN	Verordnung	acc|sg|fem	SB	23
5	der	der	ART	d	gen|sg|fem	NK	6
6	Tortur	Tortur	NN	Tortur	gen|sg|fem	AG	4
7	nur	nur	ADV	nur	_	MO	8
8	auf	auf	APPR	auf	_	MNR	4
9	ein	ein	ART	ein	acc|sg|neut	NK	12
10	oder	oder	KON	oder	_	CD	9
11	mehrere	mehrere	PIAT	mehrere	acc|sg|neut	CJ	10
12	Grad	Grad	NN	Grad	acc|sg|neut	NK	8
13	,	,	$,	,	_	--	12
14	und	und	KON	und	_	CD	8
15	doch	doch	ADV	doch	_	MO	17
16	nicht	nicht	PTKNEG	nicht	_	NG	17
17	auf	auf	APPR	auf	_	CJ	14
18	die	die	ART	d	acc|sg|fem	NK	20
19	voͤllige	völlige	ADJA	völlig	acc|sg|fem|pos	NK	20
20	Peinigung	Peinigung	NN	Peinigung	acc|sg|fem	NK	17
21	/	/	$,	/	_	--	20
22	so	so	ADV	so	_	MO	31
23	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
24	solche	solche	PIS	solch	nom|sg|fem	SB	23
25	zwar	zwar	ADV	zwar	_	MO	31
26	/	/	$,	/	_	--	25
27	verordneter	verordneter	ADJA	verordneter	gen|pl|fem|pos	NK	28
28	Massen	Massen	NN	Masse	gen|pl|fem	AG	20
29	/	/	$,	/	_	--	28
30	zu	zu	PTKZU	zu	_	PM	31
31	vollstrecken	vollstrecken	VVINF	vollstrecken	_	OC	23
32	/	/	$,	/	_	--	31
33	doch	doch	ADV	doch	_	CD	31
34	auch	auch	ADV	auch	_	MO	36
35	die	die	ART	d	acc|sg|fem	NK	36
36	Verordnung	Verordnung	NN	Verordnung	acc|sg|fem	OA	40
37	so	so	ADV	so	_	MO	38
38	geheim	geheim	ADJD	geheim	pos	MO	40
39	zu	zu	PTKZU	zu	_	PM	40
40	halten	halten	VVINF	halten	_	CJ	33
41	/	/	$,	/	_	--	40
42	und	und	KON	und	_	CD	40
43	also	also	ADV	also	_	MO	45
44	zu	zu	PTKZU	zu	_	PM	45
45	verfahren	verfahren	VVINF	verfahren	_	CJ	42
46	/	/	$,	/	_	--	45
47	das	das	ART	d	acc|sg|neut	NK	48
48	Inquisiten	Inquisiten	NN	Inquisite	acc|sg|neut	SB	62
49	nicht	nicht	PTKNEG	nicht	_	NG	59
50	das	das	ART	d	acc|sg|neut	NK	51
51	geringste	geringste	ADJA	gering	acc|sg|neut|sup	SB	59
52	/	/	$,	/	_	--	51
53	in	in	APPR	in	_	MO	58
54	wie	wie	KOUS	wie	_	MO	55
55	weit	weit	ADJD	weit	pos	MO	61
56	die	die	ART	d	acc|sg|fem	NK	57
57	Peinigung	Peinigung	NN	Peinigung	acc|sg|fem	NK	53
58	gehen	gehen	VVINF	gehen	_	OC	59
59	solle	solle	VMFIN	sollen	sg|3|pres|subj	RC	48
60	/	/	$,	/	_	--	59
61	veroffenbahret	veroffenbahret	VVPP	veroffenbahret	_	OC	62
62	werde	werde	VAFIN	werden	sg|3|pres|subj	CC	37
63	.	.	SENT	.	_	--	62

1	§.	§.	$(	§	*|*|*	--	0
2	7.	7.	CARD	@ord@	nom|sg|*	--	0

1	Wuͤrde	Würde	VAFIN	werden	sg|3|past|subj	MO	37
2	aber	aber	ADV	aber	_	MO	10
3	in	in	APPR	in	_	MO	10
4	dem	dem	ART	d	dat|sg|neut	NK	5
5	Inquisito	Inquisito	NN	Inquisito	dat|sg|neut	NK	3
6	die	die	ART	d	acc|sg|fem	NK	8
7	voͤllige	völlige	ADJA	völlig	acc|sg|fem|pos	NK	8
8	Tortur	Tortur	NN	Tortur	acc|sg|fem	SB	1
9	zu	zu	PTKZU	zu	_	PM	10
10	vollziehen	vollziehen	VVINF	vollziehen	_	OC	11
11	seyn	sein	VAINF	sein	_	OC	1
12	/	/	$,	/	_	--	11
13	so	so	ADV	so	_	CD	1
14	ist	ist	VAFIN	sein	sg|3|pres|ind	RE	13
15	derselbe	derselbe	PDS	derselbe	nom|sg|masc	NK	16
16	erstlichen	erstlichen	VVINF	erstlichen	acc|sg|masc|pos	SB	14
17	zu	zu	PTKZU	zu	_	PM	18
18	erinnern	erinnern	VVINF	erinnern	_	OC	14
19	/	/	$,	/	_	--	18
20	womit	womit	PWAVREL	womit	_	MO	43
21	er	er	PPER	er	nom|sg|masc|3	SB	14
22	lieber	lieber	ADV	gern	_	MO	14
23	in	in	APPR	in	_	MO	14
24	der	der	ART	d	dat|sg|fem	NK	25
25	Guͤte	Güte	NN	Güte	dat|sg|fem	NK	23
26	/	/	$,	/	_	--	25
27	und	und	KON	und	_	CD	14
28	unerwartet	unerwartet	ADJD	unerwartet	pos	MO	35
29	der	der	ART	d	dat|sg|fem	NK	31
30	bevorstehenden	bevorstehenden	ADJA	bevorstehend	dat|sg|fem|pos	NK	31
31	Schaͤrffe	Schärfe	NN	Schärfe	dat|sg|fem	DA	35
32	die	die	ART	d	nom|sg|fem	NK	34
33	unverfaͤlschte	unverfälschte	ADJA	unverfälschte	nom|sg|fem|pos	NK	34
34	Warheit	Wahrheit	NN	Wahrheit	nom|sg|fem	SB	35
35	bekenne	bekenne	VVFIN	bekennen	sg|3|pres|subj	CJ	27
36	/	/	$,	/	_	--	35
37	wollte	wollte	VMFIN	wollen	sg|3|past|ind	--	0
38	er	er	PPER	er	nom|sg|masc|3	SB	37
39	sich	sich	PRF	er|es|sie	acc|sg|3	OA	43
40	nun	nun	ADV	nun	_	MO	37
41	darzu	dazu	PAV	dazu	_	MO	43
42	nicht	nicht	PTKNEG	nicht	_	NG	37
43	bequemen	bequemen	ADJA	bequem	_	OC	37
44	/	/	$,	/	_	--	43
45	alsdann	alsdann	ADV	alsdann	_	SB	46
46	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	37
47	erst	erst	ADV	erst	_	MO	48
48	dieselbe	dieselbe	PDS	derselbe	nom|sg|fem	OA	51
49	an	an	APPR	an	_	MO	51
50	ihm	ihm	PPER	er	dat|sg|masc|3	NK	49
51	wuͤrcklichen	wirklichen	ADJA	wirklich	_	OC	53
52	zu	zu	PTKZU	zu	_	PM	53
53	vollziehen	vollziehen	VVINF	vollziehen	_	RE	41
54	.	.	SENT	.	_	--	53

1	§.	§.	$(	§	*|*|*	--	0
2	8.	8.	CARD	@ord@	_	--	0

1	Die	Die	ART	d	nom|sg|fem	NK	3
2	Gradus	Gradus	NN	Gradus	*|*|*	PNC	3
3	Torturæ	Torturae	NE	Torturae	nom|sg|fem	SB	6
4	aber	aber	ADV	aber	_	MO	3
5	/	/	$,	/	_	--	4
6	seynd	sind	VAFIN	sein	pl|3|pres|ind	--	0
7	folgende	folgende	PIAT	folgend	nom|pl|fem|pos	PD	6
8	:	:	SENT	:	_	--	7

1	1.	1.	CARD	@ord@	_	--	0

1	Die	Die	ART	d	nom|sg|fem	NK	2
2	Bind-	Bind	NN	Bind	nom|sg|fem	--	0
3	oder	oder	KON	oder	_	CD	2
4	Schnuͤrung	Schnürung	NN	Schnürung	nom|sg|fem	CJ	3
5	.	.	SENT	.	_	--	4

1	2.	2.	CARD	@ord@	_	--	0

1	Anlegen	Anlegen	NN	anlegen	nom|pl|masc	--	0
2	der	der	ART	d	gen|sg|fem	NK	3
3	Daum-Stoͤcke	Daum-Stöcke	NN	Daum-Stöcke	gen|sg|fem	AG	1
4	.	.	SENT	.	_	--	3

1	3.	3.	CARD	@ord@	_	--	0

1	Wo	Wo	PWAV	wo	_	MO	25
2	das	das	ART	d	nom|sg|neut	NK	3
3	Verbrechen	Verbrechen	NN	Verbrechen	nom|sg|neut	SB	25
4	schwer	schwer	ADJD	schwer	pos	PD	3
5	/	/	$,	/	_	--	4
6	und	und	KON	und	_	CD	3
7	entweder	entweder	KON	entweder	_	CD	9
8	die	die	ART	d	acc|sg|fem	NK	9
9	Daum-Stoͤcke	Daum-Stöcke	NN	Daum-Stöcke	acc|sg|fem	CJ	6
10	/	/	$,	/	_	--	9
11	oder	oder	KON	oder	_	CD	3
12	die	die	ART	d	nom|sg|fem	NK	13
13	Folterung	Folterung	NN	Folterung	nom|sg|fem	CJ	11
14	/	/	$,	/	_	--	13
15	aus	aus	APPR	aus	_	MO	23
16	obangezogenen	obangezogenen	ADJA	obangezogenen	dat|pl|fem|pos	NK	17
17	Ursachen	Ursachen	NN	Ursache	dat|pl|fem	NK	15
18	/	/	$,	/	_	--	17
19	und	und	KON	und	_	CD	17
20	Umstaͤnden	Umständen	NN	Umstand	dat|pl|masc	CJ	19
21	/	/	$,	/	_	--	20
22	nicht	nicht	PTKNEG	nicht	_	NG	23
23	gebrauchet	gebrauchet	VVPP	gebrauchen	_	OC	24
24	werden	werden	VAINF	werden	_	OC	25
25	kan	kann	VMFIN	können	sg|3|pres|ind	--	0
26	/	/	$,	/	_	--	25
27	die	die	ART	d	acc|pl|fem	NK	28
28	Schraub-Stiffeln	Schraub-Stiffeln	NN	Schraub-Stiffeln	acc|pl|fem	OA	23
29	.	.	SENT	.	_	--	28

1	4.	4.	CARD	@ord@	_	--	0

1	Die	Die	ART	d	nom|sg|fem	NK	2
2	Folterung	Folterung	NN	Folterung	nom|sg|fem	--	0
3	/	/	$,	/	_	--	2
4	und	und	KON	und	_	CD	2
5	5.	5.	CARD	@ord@	_	MO	7
6	Das	Das	ART	d	nom|sg|neut	NK	7
7	Feuer	Feuer	NN	Feuer	nom|sg|neut	CJ	4
8	.	.	SENT	.	_	--	7

1	§.	§.	$(	§	nom|sg|*|pos	--	0
2	9.	9.	CARD	@ord@	dat|sg|masc|pos	--	0

1	Worbey	Worbey	NN	Worbey	nom|sg|*	--	0
2	absonderlich	absonderlich	ADJD	absonderlich	pos	MO	3
3	folgendes	folgendes	PIS	folgend	acc|sg|neut|pos	OA	5
4	zu	zu	PTKZU	zu	_	PM	5
5	mercken	merken	VVINF	merken	_	PAR	1
6	/	/	$,	/	_	--	5
7	damit	damit	KOUS	damit	_	MO	5
8	/	/	$,	/	_	--	7
9	1.	1.	CARD	@ord@	_	--	0
10	Die	Die	ART	d	nom|sg|fem	NK	11
11	Tortur	Tortur	NN	Tortur	nom|sg|fem	OA	5
12	nur	nur	ADV	nur	_	MO	13
13	mit	mit	APPR	mit	_	MO	5
14	gewoͤhnlichen	gewöhnlichen	ADJA	gewöhnlich	dat|pl|neut|pos	NK	15
15	Instrumenten	Instrumenten	NN	Instrument	dat|pl|neut	NK	13
16	,	,	$,	,	_	--	15
17	2.	2.	CARD	@ord@	dat|sg|fem	DA	25
18	Der	Der	ART	d	dat|sg|fem	NK	19
19	Ordnung	Ordnung	NN	Ordnung	dat|sg|fem	NK	20
20	nach	nach	APPO	nach	_	MO	25
21	/	/	$,	/	_	--	20
22	wie	wie	KOUS	wie	_	MO	25
23	es	es	PPER	es	nom|sg|neut|3	OA	25
24	jetzt	jetzt	ADV	jetzt	_	MO	25
25	angemercket	angemerkt	VVPP	anmerken	_	RC	15
26	/	/	$,	/	_	--	25
27	3.	3.	CARD	@ord@	_	--	0
28	In	In	APPR	in	_	MO	25
29	einer	einer	ART	ein	dat|sg|fem	NK	31
30	solchen	solchen	PIAT	solch	dat|sg|fem	NK	31
31	Maas	Maß	NN	Maß	nom|sg|neut	NK	28
32	/	/	$,	/	_	--	31
33	daß	daß	KOUS	daß	_	CP	36
34	selbe	selbe	PDS	selbe	_	MO	36
35	der	der	ART	d	dat|sg|fem	NK	36
36	Complexion	Komplexion	NN	Komplexion	dat|sg|fem	APP	31
37	,	,	$,	,	_	--	36
38	und	und	KON	und	_	CD	31
39	Beschaffenheit	Beschaffenheit	NN	Beschaffenheit	nom|sg|fem	CJ	38
40	des	des	ART	d	gen|sg|masc	NK	41
41	Inquisiten	Inquisiten	NN	Inquisite	gen|sg|masc	AG	39
42	(	(	$(	(	_	--	41
43	so	so	ADV	so	_	MO	44
44	wohl	wohl	ADV	wohl	_	PAR	31
45	mit	mit	APPR	mit	_	OP	44
46	der	der	ART	d	dat|sg|fem	NK	47
47	Schaͤrffe	Schärfe	NN	Schärfe	dat|sg|fem	NK	45
48	/	/	$,	/	_	--	47
49	womit	womit	PWAVREL	womit	_	MO	52
50	sie	sie	PPER	Sie	nom|sg|fem|3	SB	52
51	etwas	etwas	ADV	etwas	_	MO	52
52	ausgebe	ausgebe	VVFIN	ausgebe	sg|3|pres|subj	RC	47
53	/	/	$,	/	_	--	52
54	als	als	KOKOM	als	_	CM	55
55	mit	mit	APPR	mit	_	CC	44
56	der	der	ART	d	dat|sg|fem	NK	57
57	Glimpffe	Glimpffe	NN	Glimpffe	dat|sg|fem	NK	55
58	/	/	$,	/	_	--	57
59	damit	damit	KOUS	damit	_	MO	72
60	nicht	nicht	PTKNEG	nicht	_	NG	62
61	etwann	etwan	ADV	etwa	_	MO	60
62	solche	solche	PIS	solch	nom|sg|fem	SB	72
63	dem	dem	ART	d	dat|sg|neut	NK	64
64	Inquisito	Inquisito	NN	Inquisito	dat|sg|neut	DA	72
65	am	am	APPRART	am	dat|sg|masc	MNR	64
66	Leib	Leib	NN	Leib	dat|sg|masc	NK	65
67	oder	oder	KON	oder	_	CD	64
68	Gesundheit	Gesundheit	NN	Gesundheit	nom|sg|fem	CJ	67
69	einen	einen	ART	ein	acc|sg|masc	NK	71
70	unersetzlichen	unersetzlichen	ADJA	unersetzlich	acc|sg|masc|pos	NK	71
71	Schaden	Schaden	NN	Schaden	acc|sg|masc	OA	72
72	bringe	bringe	VVFIN	bringen	sg|3|pres|subj	PAR	57
73	)	)	$)	)	_	--	72
74	uͤberein	überein	PTKVZ	überein	_	SVP	72
75	stimmend	stimmend	VVINF	stimmend	pos	MO	72
76	.	.	SENT	.	_	--	75

1	4.	4.	CARD	@ord@	_	--	0

1	Nicht	Nicht	PTKNEG	nicht	_	NG	5
2	gar	gar	ADV	gar	_	MO	5
3	zu	zu	APPR	zu	_	MO	4
4	sehr	sehr	ADV	sehr	_	MO	5
5	verlaͤngert	verlängert	VVPP	verlängern	_	--	0
6	.	.	SENT	.	_	--	5

1	5.	5.	CARD	@ord@	_	--	0

1	Meistens	Meistens	NN	Meistens	_	MO	2
2	Vormittags	Vormittags	ADV	vormittags	gen|sg|masc	--	0
3	und	und	KON	und	_	CD	2
4	an	an	APPR	an	_	CJ	3
5	nuͤchternen	nüchternen	ADJA	nüchternen	dat|pl|masc|pos	NK	6
6	Leuten	Leuten	NN	Leute	dat|pl|*	NK	4
7	.	.	SENT	.	_	--	6

1	6.	6.	CARD	@ord@	_	--	0

1	An	An	APPR	an	_	--	0
2	einem	einem	ART	ein	dat|sg|masc	NK	3
3	Wercktag	Werktag	NN	Werktag	dat|sg|masc	NK	1
4	.	.	SENT	.	_	--	3

1	7.	7.	CARD	@ord@	_	--	0

1	Nacheinander	Nacheinander	NN	Nacheinander	nom|pl|masc	--	0
2	in	in	APPR	in	_	MNR	1
3	einen	einen	ART	ein	acc|sg|masc	NK	4
4	Tag	Tag	NN	Tag	acc|sg|masc	NK	2
5	/	/	$,	/	_	--	4
6	wann	wann	KOUS	wann	_	MO	14
7	der	der	ART	d	nom|sg|masc	NK	8
8	Inquisitus	Inquisitus	NN	Inquisitus	nom|sg|masc	SB	12
9	immerfort	immerfort	ADV	immerfort	_	MO	12
10	im	im	APPRART	im	dat|sg|neut	MO	12
11	Laugnen	Laugnen	NN	Laugnen	dat|sg|neut	NK	10
12	verharrete	verharrte	VVFIN	verharren	sg|3|past|ind	RC	4
13	/	/	$,	/	_	--	12
14	fortgelassen	fortgelassen	VVPP	fortgelassen	_	OC	15
15	werde	werde	VAFIN	werden	sg|3|pres|subj	MNR	4
16	.	.	SENT	.	_	--	15

1	§.	§.	$(	§	nom|sg|*	--	0
2	10.	10.	CARD	@ord@	_	--	0

1	Nachdeme	nachdem	KOUS	nachdem	_	CP	12
2	aber	aber	ADV	aber	_	MO	12
3	sich	sich	PRF	er|es|sie	acc|sg|3	OA	12
4	schon	schon	ADV	schon	_	MO	5
5	oͤffters	öfters	ADV	öfters	_	MO	6
6	ereignet	ereignet	VVPP	ereignen	pos	PD	12
7	/	/	$,	/	_	--	6
8	daß	daß	KOUS	daß	_	CP	12
9	etwelche	etwelche	ADJA	etwelche	nom|pl|*	SB	12
10	schon	schon	ADV	schon	_	MO	12
11	bevor	bevor	PTKVZ	bevor	_	CP	12
12	torquirte	torquirte	VVFIN	torquirte	sg|3|past|ind	--	0
13	,	,	$,	,	_	--	12
14	oder	oder	KON	oder	_	CD	12
15	von	von	APPR	von	_	SBP	19
