

1	Es	Es	PPER	es	nom|sg|neut|3	EP	2
9	12.	12.	CARD	@ord@	acc|sg|masc|pos	NK	10
10	kr.	Kronen	NN	Krone	dat|pl|fem	PD	1

1	Gersten	Gersten	NE	Gersten	nom|sg|*	--	0
2	,	,	$,	,	_	--	1
3	"	"	$'	"	_	--	2
4	6.	6.	CARD	@ord@	_	NK	7
5	fl.	florein	FM	florein	_	MO	6
6	12.	12.	CARD	@ord@	dat|sg|masc|pos	NK	7
7	kr.	Kronen	NN	Krone	dat|pl|fem	PAR	1
8	der	der	ART	d	gen|sg|fem	NK	9
9	Sack	Sack	NN	Sack	gen|sg|fem	AG	7
10	.	.	SENT	.	_	--	9

1	Rindfleisch	Rindfleisch	NN	Rindfleisch	pos	--	0
2	,	,	$,	,	_	--	1
3	"	"	$'	"	_	--	2
4	13.	13.	CARD	@ord@	dat|sg|masc|pos	NK	5
5	Rappen	Rappen	NN	Rappen	dat|sg|neut	APP	1
6	.	.	SENT	.	_	--	5

1	Kalbfleisch	Kalbfleisch	NE	Kalbfleisch	pos	RC	5
2	,	,	$,	,	_	--	1
3	"	"	$'	"	_	--	2
4	14.	14.	CARD	@ord@	acc|sg|masc|pos	NK	5
5	Rappen	Rappen	NN	Rappen	dat|pl|fem	--	0
6	.	.	SENT	.	_	--	5

1	Schaͤfenfleisch	Schäfenfleisch	ADJD	Schäfenfleisch	pos	PD	4
2	,	,	$,	,	_	--	1
3	12.	12.	CARD	@ord@	_	MO	4
4	Rappen	Rappen	NN	Rappen	nom|pl|fem	--	0
5	.	.	SENT	.	_	--	4

1	Schweinenfleisch	Schweinenfleisch	ADJD	Schweinenfleisch	nom|sg|neut	--	0
2	,	,	$,	,	_	--	1
3	14.	14.	CARD	@ord@	_	NK	6
4	à	a	FM	a	_	--	3
5	20.	20.	CARD	@ord@	acc|sg|masc|pos	NK	6
6	Rappen	Rappen	NN	Rappen	dat|pl|fem	CJ	1
7	.	.	SENT	.	_	--	6

1	Lichter	Lichter	NN	Licht	nom|pl|neut	--	0
2	,	,	$,	,	_	--	1
3	"	"	$'	"	_	--	2
4	30.	30.	CARD	@ord@	nom|sg|fem|pos	NK	7
5	à	a	FM	a	_	--	4
6	33.	33.	CARD	@ord@	dat|sg|masc|pos	NK	7
7	Rappen	Rappen	NN	Rappen	dat|sg|masc	SB	1
8	das	das	ART	d	acc|sg|neut	NK	9
9	Pf.	Pfund	NN	Pfund	acc|sg|neut	OA	1

1	Politische	Politische	ADJA	politisch	nom|pl|*|pos	NK	2
2	Staats-	Staats	NN	Staat	nom|pl|masc	--	0
3	und	und	KON	und	_	CD	2
4	andere	andere	ADJA	ander	acc|pl|fem|pos	NK	5
5	Merckwuͤrdigkeiten	Merckwürdigkeiten	NN	Merckwürdigkeit	acc|pl|fem	CJ	3
6	:	:	SENT	:	_	--	5

1	Donau-Strohm	Donau-Strohm	NE	Donau-Strom	nom|sg|*	--	0
2	vom	vom	APPRART	vom	dat|sg|masc	MNR	1
3	13.	13.	CARD	@ord@	dat|sg|masc|pos	NK	4
4	Weinm.	Weinmonat	NN	Weinmonat	dat|sg|masc	NK	2

1	Aus	Aus	APPR	aus	_	MO	3
2	Breßlau	Breslau	NE	Breslau	dat|sg|neut	NK	1
3	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
4	man	man	PIS	man	nom|sg|*	SB	3
5	unterm	unterm	APPRART	unterm	dat|sg|masc	MO	3
6	3.	3.	CARD	@ord@	_	NK	5
7	dieses	dieses	PDAT	dies	acc|sg|neut	NK	9
8	folgende	folgende	ADJA	folgend	acc|sg|neut|pos	NK	9
9	Nachricht	Nachricht	NN	Nachricht	acc|sg|neut	OA	3
10	:	:	SENT	:	_	--	9

1	Vorgestern	Vorgestern	ADV	vorgestern	_	MO	10
2	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
3	ungemein	ungemein	ADJD	ungemein	pos	MO	10
4	grosse	große	ADJA	groß	nom|pl|masc|pos	NK	5
5	Heere	Heere	NN	Heere	nom|pl|neut	SB	2
6	Heuschrecken	Heuschrecken	NN	Heuschrecken	nom|pl|fem	OA	10
7	uͤber	über	APPR	über	_	MNR	6
8	hiesige	hiesige	ADJA	hiesig	acc|sg|fem|pos	NK	9
9	Stadt	Stadt	NN	Stadt	acc|sg|fem	NK	7
10	gezogen	gezogen	VVPP	ziehen	_	OC	2
11	,	,	$,	,	_	--	10
12	deren	deren	PRELAT	d	gen|sg|fem	AG	13
13	Flug	Flug	NN	Flug	nom|sg|masc	CJ	2
14	von	von	APPR	von	_	MNR	13
15	10.	10.	CARD	@ord@	dat|sg|fem|pos	NK	16
16	Uhr	Uhr	NN	Uhr	dat|sg|fem	NK	14
17	des	des	ART	d	gen|sg|masc	NK	18
18	Mittags	Mittags	NN	Mittags	gen|sg|masc	AG	16
19	bis	bis	KON	bis	_	AC	20
20	gegen	gegen	APPR	gegen	_	MO	24
21	4.	4.	CARD	@ord@	dat|sg|masc|pos	NK	22
22	Uhr	Uhr	NN	Uhr	dat|sg|fem	NK	20
23	Abends	Abends	NN	Abend	acc|pl|masc	OA	24
24	gedauret	gedauert	VVPP	dauern	_	OC	13
25	.	.	SENT	.	_	--	24

1	Eine	Eine	ART	ein	nom|sg|fem	NK	2
2	Colonne	Kolonne	NN	Kolonne	acc|sg|fem	SB	16
3	nahme	Name	NN	Name	nom|sg|masc	NK	2
4	bey	bei	APPR	bei	_	MNR	2
5	nahem	nahem	ADJA	nah	_	NK	4
6	die	die	ART	d	nom|sg|fem	NK	8
7	gantze	ganze	ADJA	ganz	nom|sg|fem|pos	NK	8
8	Breite	Breite	NN	Breite	nom|sg|fem	NK	4
9	der	der	ART	d	gen|sg|fem	NK	10
10	Stadt	Stadt	NN	Stadt	gen|sg|fem	AG	8
11	ein	ein	PTKVZ	ein	_	SVP	2
12	,	,	$,	,	_	--	11
13	und	und	KON	und	_	CD	2
14	die	die	ART	d	nom|sg|fem	NK	15
15	Hoͤhe	Höhe	NN	Höhe	nom|sg|fem	CJ	13
16	betrug	betrug	VVFIN	betragen	sg|3|past|ind	--	0
17	ohngefehr	ungefähr	ADV	ungefähr	pos	MO	16
18	130.	130.	CARD	@ord@	_	NK	21
19	bis	bis	KON	bis	_	CD	18
20	140.	140.	CARD	@ord@	_	CJ	19
21	Ellen	Ellen	NN	Elle	dat|pl|*	MO	16
22	.	.	SENT	.	_	--	21

1	Noch	Noch	ADV	noch	_	MO	2
2	viele	viele	PIAT	viel	nom|pl|fem	NK	4
3	andere	andere	ADJA	ander	nom|pl|fem|pos	NK	4
4	Colonnen	Kolonnen	NN	Kolonne	nom|pl|fem	SB	5
5	breiteten	breiteten	VVFIN	breiten	pl|3|past|ind	--	0
6	sich	sich	PRF	er|es|sie	acc|pl|3	OA	5
7	in	in	APPR	in	_	MO	5
8	grosser	großer	ADJA	groß	dat|sg|fem|pos	NK	9
9	Menge	Menge	NN	Menge	dat|sg|fem	NK	7
10	aus	aus	PTKVZ	aus	_	SVP	5
11	,	,	$,	,	_	--	10
12	und	und	KON	und	_	CD	5
13	man	man	PIS	man	nom|sg|*	SB	14
14	berichtet	berichtet	VVPP	berichten	sg|3|pres|ind	CJ	12
15	aus	aus	APPR	aus	_	MO	14
16	Zotten	Zotten	NN	Zotten	dat|pl|fem	NK	15
17	,	,	$,	,	_	--	16
18	daß	daß	KOUS	daß	_	CP	26
19	sie	sie	PPER	Sie	nom|pl|fem|3	SB	26
20	allda	allda	ADV	allda	_	MO	25
21	ebenfalls	ebenfalls	ADV	ebenfalls	_	MO	25
22	in	in	APPR	in	_	MO	25
23	grosser	großer	ADJA	groß	dat|sg|fem|pos	NK	24
24	Menge	Menge	NN	Menge	dat|sg|fem	NK	22
25	durchgeflogen	durchgeflogen	VVPP	durchgeflogen	_	OC	26
26	seyen	seien	VAFIN	sein	pl|3|pres|subj	OC	16
27	.	.	SENT	.	_	--	26

1	Dieses	Dieses	PDAT	dies	nom|sg|neut	NK	2
2	Ungeziefer	Ungeziefer	NN	Ungeziefer	nom|sg|neut	SB	3
3	verliehret	verlieret	VVFIN	verlieret	sg|3|pres|ind	--	0
4	auf	auf	APPR	auf	_	MO	3
5	seinem	seinem	PPOSAT	sein	dat|sg|masc	NK	6
6	Marsch	Marsch	NN	Marsch	dat|sg|masc	NK	4
7	viele	viele	PIS	viel	nom|pl|*	SB	3
8	von	von	APPR	von	_	OP	3
9	seinen	seinen	PPOSAT	sein	dat|pl|masc	NK	10
10	Cameraden	Kameraden	NN	Kamerad	dat|pl|masc	NK	8
11	,	,	$,	,	_	--	10
12	welche	welche	PRELS	welch	nom|pl|masc	SB	25
13	von	von	APPR	von	_	SBP	24
14	den	den	ART	d	dat|pl|fem	NK	15
15	Kraͤhen	Krähen	NN	Krähe	dat|pl|fem	NK	13
16	,	,	$,	,	_	--	15
17	Raben	Raben	NN	Rabe	nom|pl|fem	CJ	15
18	,	,	$,	,	_	--	17
19	Dohlen	Dohlen	ADJA	Dohlen	dat|pl|fem	CJ	17
20	und	und	KON	und	_	CD	19
21	andern	anderen	ADJA	ander	dat|pl|masc|pos	NK	22
22	Voͤgeln	Vögeln	NN	Vogel	dat|pl|fem	CJ	20
23	fleißig	fleißig	ADJD	fleißig	pos	MO	24
24	gefangen	gefangen	VVPP	fangen	_	OC	25
25	werden	werden	VAINF	werden	_	RC	10
26	,	,	$,	,	_	--	25
27	welche	welche	PRELS	welch	nom|pl|*	SB	35
28	den	den	ART	d	acc|sg|masc	NK	29
29	Bauch	Bauch	NN	Bauch	acc|sg|masc	OA	35
30	eines	eines	ART	ein	gen|sg|neut	NK	31
31	Heuschrecken	Heuschrecken	NN	Heuschrecken	gen|sg|neut	AG	29
32	samt	samt	APPR	samt	_	MNR	29
33	dem	dem	ART	d	dat|sg|neut	NK	34
34	Eingeweyde	Eingeweide	NN	Eingeweide	dat|sg|neut	NK	32
35	fressen	fressen	VVINF	fressen	_	RC	15
36	,	,	$,	,	_	--	35
37	und	und	KON	und	_	CD	35
38	das	das	ART	d	nom|sg|neut	NK	39
39	uͤbrige	übrige	NA	Übrige	nom|sg|neut|pos	OA	44
40	auf	auf	APPR	auf	_	MO	43
41	die	die	ART	d	acc|sg|fem	NK	42
42	Erde	Erde	NN	Erde	acc|sg|fem	NK	40
43	fallen	fallen	VVINF	fallen	_	OC	44
44	lassen	lassen	VVINF	lassen	_	CJ	37
45	,	,	$,	,	_	--	44
46	von	von	APPR	von	_	MO	53
47	denen	denen	PRELS	d	dat|pl|masc	NK	46
48	man	man	PIS	man	nom|sg|*	SB	53
49	viele	viele	PIS	viel	acc|pl|*	MO	53
50	auf	auf	APPR	auf	_	MO	53
51	hiesigen	hiesigen	ADJA	hiesig	dat|pl|neut|pos	NK	52
52	Feldern	Feldern	NN	Feld	dat|pl|neut	NK	50
53	gesehen	gesehen	VVPP	sehen	_	RC	34
54	.	.	SENT	.	_	--	53

1	Gestern	Gestern	ADV	gestern	_	MO	7
2	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
3	wiederum	wiederum	ADV	wiederum	_	MO	7
4	neue	neue	ADJA	neu	nom|pl|masc|pos	NK	5
5	Schwaͤrme	Schwärme	NN	Schwärme	nom|pl|masc	SB	2
6	hier	hier	ADV	hier	_	MO	7
7	ankommen	ankommen	VVPP	ankommen	pl|3|pres|ind	OC	2
8	,	,	$,	,	_	--	7
9	welche	welche	PRELS	welch	nom|pl|masc	SB	13
10	sich	sich	PRF	er|es|sie	acc|pl|3	OA	13
11	aber	aber	ADV	aber	_	MO	13
12	nicht	nicht	PTKNEG	nicht	_	NG	13
13	gelagert	gelagert	VVPP	lagern	_	PD	2
14	,	,	$,	,	_	--	13
15	sondern	sondern	KON	sondern	_	CD	2
16	,	,	$,	,	_	--	15
17	wie	wie	KOUS	wie	_	MO	24
18	die	die	ART	d	nom|pl|*	NK	19
19	andern	anderen	PIS	ander	nom|pl|*	AMS	36
20	,	,	$,	,	_	--	19
21	ihren	ihren	PPOSAT	ihr	acc|sg|masc	NK	22
22	Flug	Flug	NN	Flug	acc|sg|masc	OA	24
23	weiter	weiter	ADV	weit	_	MO	24
24	genommen	genommen	VVPP	nehmen	_	OC	25
25	haben	haben	VAFIN	haben	pl|3|pres|ind	CJ	15
26	,	,	$,	,	_	--	25
27	und	und	KON	und	_	CD	25
28	dieser	dieser	PDAT	dies	nom|sg|masc	SB	31
29	ihr	ihr	PPOSAT	ihr	nom|sg|masc	NK	30
30	Zug	Zug	NN	Zug	nom|sg|masc	SB	31
31	dauret	dauert	VVFIN	dauern	sg|3|pres|ind	CJ	27
32	so	so	ADV	so	_	MO	33
33	lang	lang	ADJD	lang	pos	MO	31
34	,	,	$,	,	_	--	33
35	als	als	KOKOM	als	_	CM	42
36	lang	lang	ADJD	lang	pos	MO	42
37	die	die	ART	d	nom|sg|fem	NK	38
38	Sonne	Sonne	NN	Sonne	nom|sg|fem	SB	42
39	hell	hell	ADJA	hell	pos	MO	42
40	und	und	KON	und	_	CD	39
41	warm	warm	ADJD	warm	pos	CJ	40
42	scheinet	scheinet	VVFIN	scheinen	sg|3|pres|ind	CC	32
43	.	.	SENT	.	_	--	42

1	Auf	Auf	APPR	auf	_	MO	4
2	die	die	ART	d	acc|sg|fem	NK	3
3	Nacht	Nacht	NN	Nacht	acc|sg|fem	NK	1
4	erhobe	erhobe	ADJD	erhobe	sg|3|pres|subj	--	0
5	sich	sich	PRF	er|es|sie	acc|sg|3	OA	4
6	ein	ein	ART	ein	nom|sg|masc	NK	8
7	hefftiger	heftiger	ADJA	heftig	nom|sg|masc|pos	NK	8
8	Wind	Wind	NN	Wind	nom|sg|masc	SB	4
9	,	,	$,	,	_	--	8
10	der	der	PRELS	d	nom|sg|masc	SB	16
11	unsere	unsere	PPOSAT	unser	nom|pl|masc	NK	14
12	bisherige	bisherige	ADJA	bisherig	acc|sg|fem|pos	NK	14
13	warme	warme	ADJA	warm	acc|sg|fem|pos	NK	14
14	Lufft	Luft	NN	Luft	acc|sg|fem	OA	16
15	ziemlich	ziemlich	ADV	ziemlich	_	MO	16
16	abgekuͤhlet	abgekühlt	VVPP	abkühlen	_	RC	8
17	,	,	$,	,	_	--	16
18	weswegen	weswegen	PWAV	weswegen	_	OA	23
19	wir	wir	PPER	wir	nom|pl|*|1	SB	23
20	heute	heute	ADV	heute	_	MO	23
21	wenig	wenig	PIAT	wenig	*|*|*	NK	22
22	Heuschrecken	Heuschrecken	NN	Heuschrecken	acc|pl|masc	OA	23
23	sehen	sehen	VVINF	sehen	pl|3|pres|ind	OC	4
24	.	.	SENT	.	_	--	23

1	Auf	Auf	APPR	auf	_	MO	23
2	denen	denen	ART	d	dat|pl|neut|pos	NK	3
3	Guͤtern	Gütern	NN	Gut	dat|pl|neut	NK	1
4	des	des	ART	d	gen|sg|masc	NK	5
5	Grafen	Grafen	NN	Graf	gen|sg|masc	AG	3
6	von	von	APPR	von	_	PG	5
7	Schweidnitz	Schweidnitz	NE	Schweidnitz	dat|sg|neut	NK	6
8	,	,	$,	,	_	--	7
9	zu	zu	APPR	zu	_	MNR	5
10	Stephansdorff	Stephansdorff	NE	Stephansdorff	dat|sg|masc	NK	9
11	,	,	$,	,	_	--	10
12	ohngefehr	ungefähr	ADV	ungefähr	pos	MO	13
13	4.	4.	CARD	@ord@	dat|sg|masc|pos	NK	14
14	Meilen	Meilen	NN	Meile	dat|pl|fem	PAR	5
15	von	von	APPR	von	_	MNR	14
16	hier	hier	ADV	hier	_	NK	15
17	,	,	$,	,	_	--	16
18	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
19	dieses	dieses	PDAT	dies	nom|sg|neut	NK	20
20	Ungeziefer	Ungeziefer	NN	Ungeziefer	acc|sg|neut	SB	23
21	grossen	großen	ADJA	groß	acc|sg|masc|pos	NK	22
22	Schaden	Schaden	NN	Schaden	acc|sg|masc	OA	23
23	gethan	getan	VVPP	tun	_	OC	18
24	,	,	$,	,	_	--	23
25	da	da	KOUS	da	_	CP	32
26	dasselbe	dasselbe	PDS	derselbe	nom|sg|neut	NK	28
27	alle	alle	PIAT	all	acc|pl|neut	NK	28
28	Wayde	Wayde	NN	Wayde	acc|pl|neut	OA	32
29	fuͤr	für	APPR	für	_	MNR	28
30	das	das	ART	d	acc|sg|neut	NK	31
31	Vieh	Vieh	NN	Vieh	acc|sg|neut	NK	29
32	abgefressen	abgefressen	VVPP	abgefressen	_	MO	23
33	,	,	$,	,	_	--	32
34	und	und	KON	und	_	CD	18
35	vorgestern	vorgestern	ADV	vorgestern	_	MO	45
36	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	34
37	ein	ein	ART	ein	nom|sg|neut	NK	41
38	anderes	anderes	ADJA	ander	nom|sg|neut	NK	41
39	unbeschreiblich	unbeschreiblich	ADJD	unbeschreiblich	pos	MO	40
40	starckes	starkes	ADJA	stark	nom|sg|neut|pos	NK	41
41	Heer	Heer	NN	Heer	nom|sg|neut	SB	36
42	uͤber	über	APPR	über	_	MNR	41
43	gedachte	gedachte	ADJA	gedacht	acc|pl|masc|pos	NK	44
44	Guͤter	Güter	NN	Gut	acc|pl|neut	NK	42
45	gezogen	gezogen	VVPP	ziehen	_	OC	36
46	,	,	$,	,	_	--	45
47	welches	welches	PRELS	welch	nom|sg|neut	SB	54
48	seinen	seinen	PPOSAT	sein	acc|sg|masc	NK	49
49	Flug	Flug	NN	Flug	acc|sg|masc	OA	54
50	gegen	gegen	APPR	gegen	_	MNR	49
51	Prochwitz	Prochwitz	NE	Prochwitz	acc|sg|neut	NK	50
52	und	und	KON	und	_	CD	51
53	Liegnitz	Liegnitz	NE	Liegnitz	acc|sg|masc	CJ	52
54	genommen	genommen	VVPP	nehmen	_	RC	41
55	.	.	SENT	.	_	--	54

1	Muͤnster	Münster	NE	Münster	nom|sg|neut	--	0
2	in	in	APPR	in	_	MNR	1
3	Westphalen	Westfalen	NE	Westfalen	dat|sg|neut	NK	2
4	vom	vom	APPRART	vom	dat|sg|masc	MNR	1
5	2.	2.	CARD	@ord@	dat|sg|masc|pos	NK	6
6	Weinm.	Weinmonat	NN	Weinmonat	dat|sg|masc	NK	4

1	Am	Am	PTKA	am	dat|sg|masc	MO	12
2	19.	19.	CARD	@ord@	dat|sg|masc|pos	NK	4
3	vorigen	vorigen	ADJA	vorig	dat|sg|masc|pos	NK	4
4	Monats	Monats	NN	Monat	gen|sg|masc	NK	1
5	Nachmittags	Nachmittags	ADV	nachmittags	gen|sg|masc	NK	4
6	zwischen	zwischen	APPR	zwischen	_	MNR	5
7	4.	4.	CARD	@ord@	_	NK	10
8	und	und	KON	und	_	CD	7
9	5.	5.	CARD	@ord@	_	CJ	8
10	Uhr	Uhr	NN	Uhr	acc|sg|fem	NK	6
11	,	,	$,	,	_	--	10
12	kame	kam	VVFIN	kommen	sg|3|past|ind	--	0
13	in	in	APPR	in	_	MO	12
14	dem	dem	ART	d	dat|sg|masc	NK	16
15	5.	5.	CARD	@ord@	dat|sg|masc|pos	NK	16
16	Stunden	Stunden	NN	Stunde	dat|sg|masc	NK	13
17	von	von	APPR	von	_	PG	16
18	hier	hier	ADV	hier	_	MO	19
19	gelegenen	gelegenen	ADJA	gelegen	dat|sg|masc|pos	NK	26
20	,	,	$,	,	_	--	19
21	und	und	KON	und	_	CD	19
22	unter	unter	APPR	unter	_	MO	25
23	hiesiges	hiesiges	ADJA	hiesiges	acc|sg|neut|pos	NK	24
24	Hoch-Stift	Hoch-Stift	NN	Hoch-Stift	acc|sg|neut	NK	22
25	gehoͤrige	gehörige	ADJA	gehörig	nom|sg|fem|pos	CJ	21
26	Staͤdtlein	Städtlein	NN	Städtlein	nom|sg|neut	NK	17
27	,	,	$,	,	_	--	26
28	Sendenhorst	Sendenhorst	NE	Sendenhorst	dat|sg|masc	CJ	26
29	,	,	$,	,	_	--	28
30	in	in	APPR	in	_	MO	36
31	eines	eines	ART	ein	gen|sg|masc	NK	32
32	Rademachers	Rademachers	NN	Rademachers	gen|sg|masc	NK	30
33	Hause	Hause	NN	Haus	nom|sg|fem	NK	32
34	eine	eine	ART	ein	acc|sg|fem	NK	36
35	unvermuthete	unvermutete	ADJA	unvermutet	nom|sg|fem|pos	NK	36
36	Feuers-Brunst	Feuers-Brunst	NN	Feuers-Brunst	nom|sg|fem	PAR	28
37	aus	aus	PTKVZ	aus	_	SVP	12
38	,	,	$,	,	_	--	37
39	welche	welche	PRELS	welch	nom|sg|fem	SB	46
40	sich	sich	PRF	er|es|sie	acc|sg|3	OA	46
41	in	in	APPR	in	_	MO	46
42	gar	gar	ADV	gar	_	MO	43
43	kurtzer	kurzer	ADJA	kurz	dat|sg|fem|pos	NK	44
44	Zeit	Zeit	NN	Zeit	dat|sg|fem	NK	41
45	dergestalten	dergestalten	ADJA	dergestalten	pos	MO	46
46	ausbreitete	ausbreitete	VVFIN	ausbreiten	sg|3|past|ind	RC	36
47	,	,	$,	,	_	--	46
48	daß	daß	KOUS	daß	_	CP	69
49	alle	alle	PIAT	all	nom|pl|*	NK	50
50	Veranstaltungen	Veranstaltungen	NN	Veranstaltung	nom|pl|fem	SB	69
51	und	und	KON	und	_	CD	50
52	angewandte	angewandte	ADJA	angewandte	acc|sg|fem|pos	NK	53
53	Muͤhe	Mühe	NN	Mühe	acc|sg|fem	CJ	51
54	und	und	KON	und	_	CD	53
55	Arbeit	Arbeit	NN	Arbeit	acc|sg|fem	CJ	54
56	der	der	ART	d	gen|pl|masc	NK	57
57	Einwohner	Einwohner	NN	Einwohner	gen|pl|masc	AG	53
58	sowohl	sowohl	KON	sowohl	_	CD	53
59	,	,	$,	,	_	--	58
60	als	als	KOKOM	als	_	CP	85
61	derer	derer	PDS	d	nom|sg|masc	NK	65
62	zu	zu	APPR	zu	_	MO	64
63	Huͤlfe	Hilfe	NN	Hilfe	dat|sg|fem	NK	62
64	gekommenenen	gekommenenen	ADJA	gekommenenen	dat|pl|fem|pos	NK	65
65	Benachbarten	Benachbarten	NN	Benachbarten	dat|pl|fem	CJ	58
66	,	,	$,	,	_	--	65
67	nicht	nicht	PTKNEG	nicht	_	NG	69
68	vermoͤgend	vermögend	ADJD	vermögend	pos	PD	69
69	waren	waren	VAFIN	sein	pl|3|past|ind	OC	46
70	,	,	$,	,	_	--	69
71	die	die	ART	d	nom|sg|fem	NK	73
72	grausame	grausame	ADJA	grausam	nom|pl|fem|pos	NK	73
73	Flammen	Flammen	NN	Flamme	nom|pl|fem	OA	76
74	ehender	ehender	ADV	ehender	comp	MO	76
75	zu	zu	PTKZU	zu	_	PM	76
76	daͤmpfen	dämpfen	VVINF	dämpfen	_	NK	81
77	,	,	$,	,	_	--	76
78	bis	bis	KON	bis	_	CD	76
79	gegen	gegen	APPR	gegen	_	MO	80
80	86.	86.	CARD	@ord@	_	CJ	78
81	Wohnungen	Wohnungen	NN	Wohnung	dat|pl|fem	SB	85
82	in	in	APPR	in	_	MO	85
83	der	der	ART	d	dat|sg|fem	NK	84
84	Asche	Asche	NN	Asche	dat|sg|fem	NK	82
85	lagen	lagen	VVFIN	liegen	pl|3|past|ind	CJ	69
86	,	,	$,	,	_	--	85
87	und	und	KON	und	_	CD	85
88	also	also	ADV	also	_	MO	96
89	beynahe	beinahe	ADV	beinahe	_	MO	96
90	die	die	ART	d	acc|sg|fem	NK	92
91	halbe	halbe	ADJA	halb	acc|sg|fem|pos	NK	92
92	Stadt	Stadt	NN	Stadt	acc|sg|fem	OA	96
93	jaͤmmerlich	jämmerlich	ADJA	jämmerlich	pos	MO	96
94	zu	zu	APPR	zu	_	MO	96
95	Grunde	Grunde	NN	Grund	dat|sg|masc	NK	94
96	gerichtet	gerichtet	VVPP	richten	_	OC	97
97	ware	wäre	VAFIN	sein	sg|3|past|subj	CJ	87
98	.	.	SENT	.	_	--	97

1	Der	Der	PRELS	d	nom|sg|masc	NK	2
2	Schade	Schade	ADJD	schade	nom|sg|masc	SB	3
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	um	um	APPR	um	_	AVC	5
5	desto	desto	KON	desto	_	MO	6
6	empfindlicher	empfindlicher	ADJA	empfindlich	comp	PD	3
7	,	,	$,	,	_	--	6
8	weil	weil	KOUS	weil	_	CP	16
9	ein	ein	ART	ein	nom|sg|masc	NK	11
10	jeder	jeder	PIAT	jed	nom|sg|masc	NK	11
11	Einwohner	Einwohner	NN	Einwohner	nom|sg|masc	SB	16
12	seine	seine	PPOSAT	sein	acc|sg|fem	NK	13
13	Feld-Fruͤchte	Feld-Früchte	NN	Feld-Früchte	acc|sg|fem	OA	16
14	im	im	APPRART	im	dat|sg|neut	MO	16
15	Hause	Hause	NN	Haus	dat|sg|neut	NK	14
16	hatte	hatte	VAFIN	haben	sg|3|past|ind	MO	3
17	.	.	SENT	.	_	--	16

1	Ein	Ein	ART	ein	nom|sg|masc	NK	3
2	alter	alter	ADJA	alt	nom|sg|masc|pos	NK	3
3	Greiß	Greis	NN	Greis	nom|sg|masc	SB	10
4	,	,	$,	,	_	--	3
5	von	von	APPR	von	_	MNR	3
6	ohngefehr	ungefähr	ADV	ungefähr	pos	MO	7
7	70.	70.	CARD	@ord@	dat|pl|neut|pos	NK	8
8	Jahren	Jahren	NN	Jahr	dat|pl|neut	NK	5
9	,	,	$,	,	_	--	8
10	fassete	fasste	VVFIN	fassen	sg|3|past|ind	--	0
11	den	den	ART	d	acc|sg|masc	NK	12
12	Muth	Mut	NN	Mut	acc|sg|masc	OA	10
13	,	,	$,	,	_	--	12
14	samt	samt	APPR	samt	_	MO	25
15	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	17
16	alten	alten	ADJA	alt	gen|pl|fem|pos	NK	17
17	Frauen	Frauen	NN	Frau	gen|pl|fem	NK	14
18	sich	sich	PRF	er|es|sie	acc|sg|3	OA	25
19	in	in	APPR	in	_	MO	25
20	sein	sein	PPOSAT	sein	_	NK	23
21	wuͤrcklich	wirklich	ADJD	wirklich	pos	MO	22
22	brennendes	brennendes	ADJA	brennendes	acc|sg|neut|pos	NK	23
23	Hauß	Haus	NN	Haus	acc|sg|neut	NK	19
24	zu	zu	PTKZU	zu	_	PM	25
25	wagen	wagen	VVINF	wagen	_	OC	12
26	,	,	$,	,	_	--	25
27	um	um	KOUI	um	_	CP	31
28	einen	einen	ART	ein	acc|sg|masc	NK	29
29	Coffre	covre	NN	covre	acc|sg|masc	OA	31
30	zu	zu	PTKZU	zu	_	PM	31
31	retten	retten	VVINF	retten	_	MO	25
32	,	,	$,	,	_	--	31
33	welches	welches	PRELS	welch	acc|sg|neut	OA	38
34	ihnen	ihnen	PPER	sie	dat|pl|*|3	DA	38
35	dann	dann	ADV	dann	_	MO	38
36	auch	auch	ADV	auch	_	MO	38
37	wohl	wohl	ADV	wohl	_	MO	38
38	gelunge	gelunge	VVPP	gelunge	_	RC	29
39	;	;	SENT	;	_	--	38

1	allein	allein	ADV	allein	_	MO	2
2	im	im	APPRART	im	dat|sg|neut	MO	4
3	Herausgehen	Herausgehen	NN	Herausgehen	dat|sg|neut	NK	2
4	fiele	fiele	VVFIN	fallen	sg|3|past|subj	--	0
5	der	der	ART	d	nom|sg|masc	NK	6
6	Gipfel	Gipfel	NN	Gipfel	nom|sg|masc	SB	4
7	vor	vor	APPR	vor	_	MO	4
8	ihnen	ihnen	PPER	sie	dat|pl|*|3	NK	7
9	nieder	nieder	PTKVZ	nieder	_	SVP	4
10	,	,	$,	,	_	--	9
11	und	und	KON	und	_	CD	4
12	beyde	beide	PIS	beide	nom|pl|*	SB	13
13	wurden	wurden	VAFIN	werden	pl|3|past|ind	CJ	11
14	also	also	ADV	also	_	MO	19
15	von	von	APPR	von	_	SBP	18
16	dem	dem	ART	d	dat|sg|neut	NK	17
