

1	PNC	CAPVT.	FM	CAPVT.	abbr	CAPVT.	2
63	--	,	$,	,	punctuation	,	62
64	CP	indem	KOUS	indem	word	indem	71
65	NK	dieser	PDAT	dies	word	dieser	66
66	SB	Befehl	NN	Befehl	word	Befehl	71
67	NK	unseres	PPOSAT	unser	word	unsers	69
68	NK	gnädigen	ADJA	gnädig	word	gnaͤdigen	69
69	DA	Herrn	NN	Herr	word	Herrn	70
70	OC	vollzogen	VVPP	vollziehen	word	vollzogen	71
71	RC	wurde	VAFIN	werden	word	wurde	51
72	--	.	SENT	.	punctuation	.	71

1	CP	Als	KOUS	als	word	Als	15
2	SB	wir	PPER	wir	word	wir	15
3	MO	nun	ADV	nun	word	nun	14
4	MO	auf	APPR	auf	word	auf	14
5	NK	Begehren	NN	begehren	word	Begehren	4
6	NK	unseres	PPOSAT	unser	word	unsers	7
7	AG	Regenten	NN	Regent	word	Regenten	5
8	OA	uns	PRF	wir	word	uns	14
9	MO	sämtlich	ADJD	sämtlich	word	saͤmtlich	14
10	MO	in	APPR	in	word	in	14
11	NK	einem	ART	ein	word	einem	13
12	NK	gewissen	ADJA	gewiß	word	gewissen	13
13	NK	Gasthofe	NN	Gasthofe	word	Gasthofe	10
14	OC	versammelt	VVPP	versammeln	word	versammlet	15
15	RE	hatten	VAFIN	haben	word	hatten	45
16	--	,	$,	,	punctuation	,	15
17	MO	dabei	PAV	dabei	word	dabey	26
18	MO	auch	ADV	auch	word	auch	20
19	NK	ziemlicher	ADJA	ziemlich	word	ziemlicher	20
20	SB	Massen	NN	Masse	word	massen	26
21	MO	mit	APPR	mit	word	mit	23
22	NK	einander	PRF	einander	word	einander	21
23	PD	lustig	ADJD	lustig	word	lustig	26
24	CD	und	KON	und	word	und	23
25	CJ	vergnüget	ADJD	vergnügt	word	vergnuͤget	24
26	CJ	waren	VAFIN	sein	word	waren	15
27	--	,	$,	,	punctuation	,	26
28	MO	indem	KOUS	indem	word	indem	29
29	OC	getanzt	VVPP	tanzen	word	getantzet	36
30	--	,	$,	,	punctuation	,	29
31	CJ	gespielt	VVPP	spielen	word	gespielet	29
32	--	,	$,	,	punctuation	,	31
33	CJ	gesoffen	VVPP	gesoffen	word	gesoffen	31
34	CD	und	KON	und	word	und	33
35	CJ	fumiret	VVPP	fumiret	word	fumiret	34
36	CJ	wurde	VAFIN	werden	word	wurde	26
37	--	,	$,	,	punctuation	,	36
38	CD	und	KON	und	word	und	36
39	MO	gleichsam	ADV	gleichsam	word	gleichsam	43
40	NK	den	ART	d	word	den	42
41	NK	reichen	ADJA	reich	word	reichen	42
42	OA	Mann	NN	Mann	word	Mann	43
43	CJ	agirten	VVFIN	agirten	word	agirten	38
44	--	,	$,	,	punctuation	,	43
45	MO	so	ADV	so	word	so	46
46	--	trug	VVFIN	tragen	word	trug	0
47	OA	sich	PRF	er|es|sie	word	sich	46
48	SB	s	PPER	es	word	s	46
49	MO	unter	APPR	unter	word	unter	46
50	NK	anderen	PIS	ander	word	andern	49
51	SVP	zu	PTKVZ	zu	word	zu	46
52	--	,	$,	,	punctuation	,	51
53	CP	daß	KOUS	daß	word	daß	65
54	OA	mich	PPER	ich	word	mich	65
55	MO	ziemlich	ADV	ziemlich	word	ziemlich	56
56	MO	berauschet	VVFIN	berauschet	word	berauschet	65
57	CD	und	KON	und	word	und	56
58	CJ	betrunken	ADJD	betrunken	word	betruncken	57
59	--	,	$,	,	punctuation	,	58
60	MO	auch	ADV	auch	word	auch	61
61	MO	mit	APPR	mit	word	mit	65
62	NK	meiner	PPOSAT	mein	word	meiner	63
63	NK	Wurzel	NN	Wurzel	word	Wurtzel	61
64	MO	sehr	ADV	sehr	word	sehr	65
65	CC	sperrte	VVFIN	sperren	word	sperrete	45
66	--	,	$,	,	punctuation	,	65
67	CD	und	KON	und	word	und	46
68	NK	währender	ADJA	während	word	waͤhrender	69
69	SB	Lust	NN	Lust	word	Lust	74
70	NK	allerhand	PIAT	allerhand	word	allerhand	71
71	OA	Gaukelei	NN	Gaukelei	word	Gauckeley	74
72	MO	mit	APPR	mit	word	mit	74
73	NK	derselben	PDS	derselbe	word	derselben	72
74	CJ	verrichtete	VVFIN	verrichten	word	verrichtete	67
75	--	,	$,	,	punctuation	,	74
76	MO	so	ADV	so	word	so	88
77	CP	daß	KOUS	daß	word	daß	88
78	MO	endlich	ADV	endlich	word	endlich	88
79	NK	die	ART	d	word	die	81
80	NK	anderen	ADJA	ander	word	andern	81
81	SB	Anwesende	NN	Anwesende	word	Anwesende	88
82	NK	die	ART	d	word	die	83
83	OA	Kraft	NN	Kraft	word	Kraft	88
84	CD	und	KON	und	word	und	83
85	CJ	Wirkung	NN	Wirkung	word	Wuͤrckung	84
86	NK	dieser	PDAT	dies	word	dieser	87
87	AG	Wurzel	NN	Wurzel	word	Wurtzel	81
88	MO	vernahmen	VVFIN	vernehmen	word	vernahmen	74
89	--	,	$,	,	punctuation	,	88
90	CD	und	KON	und	word	und	88
91	OP	darauf	PAV	darauf	word	darauf	92
92	CJ	umgingen	VVFIN	umgingen	word	umgiengen	90
93	--	,	$,	,	punctuation	,	92
94	DA	mir	PPER	ich	word	mir	99
95	MO	endlich	ADV	endlich	word	endlich	99
96	OA	dieselbe	PDS	derselbe	word	dieselbe	99
97	MO	hinweg	ADV	hinweg	word	hinweg	99
98	PM	zu	PTKZU	zu	word	zu	99
99	RE	nehmen	VVINF	nehmen	word	nehmen	91
100	--	.	SENT	.	punctuation	.	99

1	OA	Was	PWS	was	word	Was	2
2	RE	geschahe	VVFIN	geschehen	word	geschahe	26
3	--	,	$,	,	punctuation	,	2
4	CP	nachdem	KOUS	nachdem	word	nachdem	8
5	NK	eine	ART	ein	word	eine	7
6	NK	kurze	ADJA	kurz	word	kurtze	7
7	SB	Zeit	NN	Zeit	word	Zeit	8
8	MO	verflossen	VVPP	verflossen	word	verflossen	2
9	--	,	$,	,	punctuation	,	8
10	CD	und	KON	und	word	und	2
11	NK	die	ART	d	word	die	13
12	NK	anderen	ADJA	ander	word	andern	13
13	SB	Bedienten	NA	Bediente	word	Bedienten	24
14	DA	mir	PPER	ich	word	mir	24
15	NK	einen	ART	ein	word	einen	16
16	MO	Becher	NN	Becher	word	Becher	17
17	MO	nach	APPR	nach	word	nach	24
18	NK	dem	ART	d	word	dem	23
19	NK	anderen	PIS	ander	word	andern	23
20	NK	zugetrunken	ADJD	zugetrunken	word	zugetruncken	23
21	CD	und	KON	und	word	und	20
22	CJ	wacker	ADJD	wacker	word	wacker	21
23	NK	Schmollis	NE	Schmollis	word	Schmollis	17
24	CJ	ausgerufen	VVPP	ausrufen	word	ausgeruffen	10
25	--	,	$,	,	punctuation	,	24
26	MO	so	ADV	so	word	so	27
27	--	begunte	VVFIN	begunte	word	begunte	0
28	MO	endlich	ADV	endlich	word	endlich	27
29	PD	toll	ADJD	toll	word	toll	33
30	CD	und	KON	und	word	und	29
31	CJ	voll	ADJD	voll	word	voll	30
32	PM	zu	PTKZU	zu	word	zu	33
33	OC	werden	VAINF	werden	word	werden	27
34	--	,	$,	,	punctuation	,	33
35	SB	welches	PRELS	welch	word	welches	41
36	MO	auch	ADV	auch	word	auch	37
37	MO	nachgehend	ADJA	nachgehend	word	nachgehends	41
38	MO	bald	ADV	bald	word	bald	41
39	NK	mein	PPOSAT	mein	word	mein	40
40	PD	Unglück	NN	Unglück	word	Ungluͤck	41
41	RC	war	VAFIN	sein	word	war	20
42	--	;	SENT	;	punctuation	;	41

1	JU	denn	KON	denn	word	denn	19
2	CM	als	KOUS	als	word	als	8
3	OA	mich	PPER	ich	word	mich	8
4	MO	auf	APPR	auf	word	auf	8
5	NK	eine	ART	ein	word	eine	7
6	NK	solche	PIAT	solch	word	solche	7
7	NK	Art	NN	Art	word	Art	4
8	RE	begossen	VVPP	begossen	word	begossen	18
9	--	,	$,	,	punctuation	,	8
10	CP	daß	KOUS	daß	word	daß	15
11	NK	aller	PIAT	all	word	aller	12
12	OG	Sinnen	NN	Sinn	word	Sinnen	15
13	MO	dadurch	PAV	dadurch	word	dadurch	15
14	MO	gleichsam	ADJD	gleichsam	word	gleichsam	15
15	OC	beraubet	VVPP	berauben	word	beraubet	16
16	OC	worden	VAPP	werden	word	worden	7
17	--	,	$,	,	punctuation	,	16
18	MO	so	ADV	so	word	so	28
19	--	hatten	VAFIN	haben	word	hatten	0
20	NK	etliche	PIS	etlich	word	etliche	2
21	AG	derer	ART	d	word	derer	22
22	SB	Bedienten	NA	Bediente	word	Bedienten	19
23	OA	mich	PPER	ich	word	mich	28
24	MO	hinauf	ADV	hinauf	word	hinauf	28
25	MO	in	APPR	in	word	in	28
26	NK	die	ART	d	word	die	27
27	NK	Schlaff-Kammer	NN	Schlaff-Kammer	word	Schlaff-Kammer	25
28	OC	geschleppt	VVPP	schleppen	word	geschleppet	19
29	--	,	$,	,	punctuation	,	28
30	MO	daselbst	ADV	daselbst	word	daselbsten	34
31	MO	auf	APPR	auf	word	auf	34
32	NK	das	ART	d	word	das	33
33	NK	Bett-Lager	NN	Bett-Lager	word	Bett-Lager	31
34	CJ	geworfen	VVPP	werfen	word	geworffen	28
35	--	,	$,	,	punctuation	,	34
36	CD	und	KON	und	word	und	34
37	OA	sich	PRF	er|es|sie	word	sich	47
38	MO	so	ADV	so	word	so	39
39	SVP	fort	ADV	fort	word	fort	2
40	MO	wieder	ADV	wieder	word	wieder	47
41	MO	hinunter	ADV	hinunter	word	hinunter	47
42	MO	zu	APPR	zu	word	zu	47
43	NK	der	ART	d	word	der	44
44	NK	Kompanie	NN	Kompanie	word	Compagnie	42
45	CD	und	KON	und	word	und	44
46	CJ	Gesellschaft	NN	Gesellschaft	word	Gesellschaft	45
47	CJ	begeben	VVPP	begeben	word	begeben	36
48	--	.	SENT	.	punctuation	.	47

1	NK	Eine	ART	ein	word	Eine	3
2	NK	Kurze	ADJA	kurz	word	kurtze	3
3	SB	Zeit	NN	Zeit	word	Zeit	6
4	MO	aber	ADV	aber	word	aber	3
5	CJ	hierauf	PAV	hierauf	word	hierauf	4
6	--	hatte	VAFIN	haben	word	hatte	0
7	OA	sich	PRF	er|es|sie	word	sich	26
8	MO	nun	ADV	nun	word	nun	13
9	NK	einer	PIS	ein	word	einer	13
10	CD	oder	KON	oder	word	oder	9
11	NK	der	ART	d	word	der	12
12	CJ	andere	ADJA	ander	word	andere	10
13	SB	heimlicher	ADJA	heimlicher	word	heimlicher	6
14	MO	weise	NN	Weise	word	weise	16
15	MO	hinauf	PTKVZ	hinauf	word	hinauf	16
16	MO	geschlichen	VVPP	schleichen	word	geschlichen	31
17	--	,	$,	,	punctuation	,	16
18	CD	und	KON	und	word	und	16
19	DA	mir	PPER	ich	word	mir	24
20	--	,	$,	,	punctuation	,	19
21	MO	so	ADV	so	word	so	24
22	CD	weder	KON	weder	word	weder	24
23	OA	solches	PIS	solch	word	solches	24
24	CJ	empfunden	VVPP	empfinden	word	empfunden	18
25	MO	noch	KON	noch	word	noch	26
26	OC	vermerket	VVPP	vermerken	word	vermercket	6
27	--	,	$,	,	punctuation	,	26
28	NK	die	ART	d	word	die	29
29	OA	Wurzel	NN	Wurzel	word	Wurtzel	31
30	MO	glücklich	ADJD	glücklich	word	gluͤcklich	31
31	CJ	hinweggenommen	VVFIN	hinweggenommen	word	hinweggenommen	26
32	--	,	$,	,	punctuation	,	31
33	CD	und	KON	und	word	und	26
34	OA	mich	PRF	ich	word	mich	42
35	MO	also	ADV	also	word	also	42
36	SVP	fort	ADV	fort	word	fort	14
37	MO	ganz	ADV	ganz	word	gantz	38
38	MO	ruhig	ADJD	ruhig	word	ruhig	39
39	OC	liegen	VVINF	liegen	word	liegen	42
40	CD	und	KON	und	word	und	39
41	CJ	schlaffen	ADJA	schlaff	word	schlaffen	40
42	CJ	lassen	VVINF	lassen	word	lassen	33
43	--	.	SENT	.	punctuation	.	42

1	CP	Nachdem	KOUS	nachdem	word	Nachdem	19
2	MO	aber	ADV	aber	word	aber	4
3	NK	diejenige	PDAT	derjenige	word	diejenige	4
4	SB	Zeit	NN	Zeit	word	Zeit	19
5	--	,	$,	,	punctuation	,	4
6	APP	welcher	PRELS	welch	word	welcher	4
7	NK	der	ART	d	word	der	8
8	APP	Kaiser	NN	Kaiser	word	Kayser	6
9	--	,	$,	,	punctuation	,	8
10	NK	unser	PPOSAT	unser	word	unser	12
11	NK	gnädigster	ADJA	gnädigster	word	gnaͤdigster	12
12	APP	Regente	NN	Regente	word	Regente	8
13	--	,	$,	,	punctuation	,	12
14	MO	determinieret	VVPP	determinieret	word	determiniret	19
15	CD	und	KON	und	word	und	14
16	CJ	vorgeschrieben	VVPP	vorschreiben	word	vorgeschrieben	15
17	--	,	$,	,	punctuation	,	16
18	MO	herbei	PTKVZ	herbei	word	herbey	19
19	RE	kommen	VVINF	kommen	word	kommen	30
20	--	,	$,	,	punctuation	,	19
21	CP	um	KOUI	um	word	um	28
22	MO	wieder	ADV	wieder	word	wieder	28
23	MO	auf	APPR	auf	word	auf	28
24	NK	dem	ART	d	word	dem	26
25	NK	kaiserlichen	ADJA	kaiserlich	word	Kayserlichen	26
26	NK	Schlosse	NN	Schloß	word	Schlosse	23
27	PM	zu	PTKZU	zu	word	zu	28
28	MO	erscheinen	VVINF	erscheinen	word	erscheinen	19
29	--	,	$,	,	punctuation	,	28
30	MO	so	ADV	so	word	so	37
31	RE	hatten	VAFIN	haben	word	hatten	53
32	OA	sich	PRF	er|es|sie	word	sich	37
33	NK	etliche	PIS	etlich	word	etliche	35
34	AG	derer	ART	d	word	derer	35
35	SB	Bedienten	NA	Bediente	word	Bedienten	31
36	MO	hinauf	PTKVZ	hinauf	word	hinauf	37
37	OC	begeben	VVPP	begeben	word	begeben	31
38	--	,	$,	,	punctuation	,	37
39	CP	um	KOUI	um	word	um	42
40	OA	mich	PPER	ich	word	mich	42
41	PM	zu	PTKZU	zu	word	zu	42
42	MO	ermuntern	VVINF	ermuntern	word	ermuntern	37
43	CD	und	KON	und	word	und	42
44	CJ	abzurufen	VVINF	abzurufen	word	abzuruffen	43
45	--	,	$,	,	punctuation	,	44
46	MO	allein	ADV	allein	word	allein	51
47	CP	weil	KOUS	weil	word	weil	51
48	NK	kein	PIAT	kein	word	kein	49
49	SB	Tunelli	NE	Tunelli	word	Tunelli	51
50	OC	hören	VVINF	hören	word	hoͤren	51
51	MO	wollen	VMFIN	wollen	word	wollen	37
52	--	,	$,	,	punctuation	,	51
53	MO	so	ADV	so	word	so	71
54	--	hatte	VAFIN	haben	word	hatte	0
55	OA	sich	PRF	er|es|sie	word	sich	63
56	NK	diese	PDAT	dies	word	diese	57
57	SB	Gesellschaft	NN	Gesellschaft	word	Gesellschaft	54
58	AC	hinweg	ADV	hinweg	word	hinweg	39
59	MO	nach	APPR	nach	word	nach	63
60	NK	dem	ART	d	word	dem	62
61	NK	kaiserlichen	ADJA	kaiserlich	word	Kayserlichen	62
62	NK	Pallaste	NN	Palast	word	Pallaste	59
63	OC	verfüget	VVPP	verfüget	word	verfuͤget	54
64	--	,	$,	,	punctuation	,	63
65	OA	mich	PPER	ich	word	mich	74
66	MO	aber	ADV	aber	word	aber	71
67	MO	weiter	ADV	weit	word	weiter	71
68	MO	hin	ADV	hin	word	hin	70
69	MO	ganz	ADV	ganz	word	gantz	70
70	MO	ruhig	ADJD	ruhig	word	ruhig	71
71	CJ	liegen	VVINF	liegen	word	liegen	63
72	CD	und	KON	und	word	und	71
73	OC	schlaffen	ADJA	schlaff	word	schlaffen	74
74	CJ	lassen	VVINF	lassen	word	lassen	72
75	--	.	SENT	.	punctuation	.	74

1	OA	Weilen	KOUS	weil	word	Weilen	3
2	MO	nun	ADV	nun	word	nun	3
3	--	erwachte	VVFIN	erwachen	word	erwachte	0
4	CD	und	KON	und	word	und	3
5	NK	meinem	PPOSAT	mein	word	meinem	6
6	DA	Rausch	NN	Rausch	word	Rausch	9
7	MO	bei	APPR	bei	word	bey	9
8	NK	nahe	ADJD	nahe	word	nahe	7
9	CJ	ausgeschlafen	VVPP	ausschlafen	word	ausgeschlaffen	4
10	--	,	$,	,	punctuation	,	9
11	SB	niemanden	PIS	niemand	word	niemanden	21
12	MO	aber	ADV	aber	word	aber	11
13	MO	mehr	ADV	mehr	word	mehr	11
14	OP	von	APPR	von	word	von	21
15	NK	der	ART	d	word	der	16
16	NK	Gesellschaft	NN	Gesellschaft	word	Gesellschaft	14
17	MNR	in	APPR	in	word	in	16
18	NK	der	ART	d	word	der	20
19	NK	unteren	APPRART	untern	word	untern	20
20	NK	Stube	NN	Stube	word	Stube	17
21	CJ	hörte	VVFIN	hören	word	hoͤrete	3
22	--	,	$,	,	punctuation	,	21
23	MO	so	ADV	so	word	so	24
24	CJ	ruffte	ADJA	ruffte	word	ruffte	21
25	MO	alsobald	ADV	alsbald	word	alsobald	24
26	NK	dem	ART	d	word	dem	27
27	DA	Wirte	NN	Wirt	word	Wirthe	24
28	NK	dieses	PDAT	dies	word	dieses	29
29	AG	Gasthofes	NN	Gasthof	word	Gasthofes	27
30	SVP	zu	PTKVZ	zu	word	zu	24
31	--	,	$,	,	punctuation	,	30
32	MO	mit	APPR	mit	word	mit	24
33	NK	der	ART	d	word	der	34
34	NK	Nachfrage	NN	Nachfrage	word	Nachfrage	32
35	--	,	$,	,	punctuation	,	34
36	MO	wo	PWAVREL	wo	word	wo	46
37	OA	sich	PRF	er|es|sie	word	sich	46
38	NK	die	ART	d	word	die	39
39	OA	Gesellschaft	NN	Gesellschaft	word	Gesellschaft	46
40	--	,	$,	,	punctuation	,	39
41	NK	die	ART	d	word	die	43
42	NK	kaiserlichen	ADJA	kaiserlich	word	Kayserlichen	43
43	SB	Bedienten	NA	Bediente	word	Bedienten	44
44	PAR	meinend	ADJD	meinend	word	meinend	39
45	--	,	$,	,	punctuation	,	44
46	RC	hinbegeben	VVPP	hinbegeben	word	hinbegeben	34
47	--	?	SENT	?	punctuation	?	46

1	MO	Worauf	PWAV	worauf	word	Worauf	8
2	MO	so	ADV	so	word	so	8
3	MO	gleich	ADV	gleich	word	gleich	4
4	MO	von	APPR	von	word	von	8
5	NK	demselben	PDS	derselbe	word	demselben	4
6	NK	die	ART	d	word	die	7
7	OA	Antwort	NN	Antwort	word	Antwort	8
8	--	erhielte	VVFIN	erhalten	word	erhielte	0
9	--	,	$,	,	punctuation	,	8
10	CP	daß	KOUS	daß	word	daß	24
11	SB	dieselben	PDS	derselbe	word	dieselben	24
12	OA	sich	PRF	er|es|sie	word	sich	23
13	MO	schon	ADV	schon	word	schon	23
14	MO	bei	APPR	bei	word	bey	23
15	NK	nahe	ADV	nahe	word	nahe	14
16	MO	vor	APPR	vor	word	vor	23
17	NK	zwei	CARD	zwei	word	zwey	18
18	NK	Stunden	NN	Stunde	word	Stunden	16
19	MO	nach	APPR	nach	word	nach	23
20	NK	dem	ART	d	word	dem	22
21	NK	kaiserlichen	ADJA	kaiserlich	word	Kayserlichen	22
22	NK	Pallaste	NN	Palast	word	Pallaste	19
23	OC	erhoben	ADJD	erhoben	word	erhoben	24
24	OC	hätten	VAFIN	haben	word	haͤtten	8
25	--	,	$,	,	punctuation	,	24
26	MO	über	APPR	über	word	uͤber	33
27	NK	welche	PWAT	welch	word	welche	28
28	NK	Antwort	NN	Antwort	word	Antwort	26
29	NK	ziemlicher	ADJA	ziemlich	word	ziemlicher	30
30	AG	Massen	NN	Masse	word	massen	28
31	MO	in	APPR	in	word	in	33
32	NK	Schrecken	NN	Schreck	word	Schrecken	31
33	CJ	geriet	VVFIN	geraten	word	gerieth	8
34	--	,	$,	,	punctuation	,	33
35	MO	so	ADV	so	word	so	41
36	CP	daß	KOUS	daß	word	daß	54
37	MO	keineswegs	ADV	keineswegs	word	keinesweges	41
38	OP	an	APPR	an	word	an	41
39	NK	meine	PPOSAT	mein	word	meine	40
40	NK	Wurzel	NN	Wurzel	word	Wurtzel	38
41	MO	gedacht	VVPP	denken	word	gedacht	33
42	--	,	$,	,	punctuation	,	41
43	CD	sondern	KON	sondern	word	sondern	33
44	MO	vor	APPR	vor	word	vor	54
45	NK	großer	ADJA	groß	word	grosser	46
46	NK	Begierde	NN	Begierde	word	Begierde	44
47	MO	ganz	ADV	ganz	word	gantz	48
48	MO	schleunig	ADJD	schleunig	word	schleunig	54
49	CD	und	KON	und	word	und	48
50	CJ	behende	ADJA	behende	word	behende	49
51	MO	nach	APPR	nach	word	nach	54
52	NK	erwähnten	ADJA	erwähnt	word	erwehnten	53
53	NK	Pallaste	NN	Palast	word	Pallaste	51
54	CJ	zueilte	VVFIN	zueilte	word	zueilete	43
55	--	,	$,	,	punctuation	,	54
56	CP	indem	KOUS	indem	word	indem	61
57	MO	hierbei	ADV	hierbei	word	hierbey	61
58	PD	gänzlich	ADJD	gänzlich	word	gaͤntzlich	61
59	NK	der	ART	d	word	der	60
60	AG	Meinung	NN	Meinung	word	Meinung	5
61	CJ	war	VAFIN	sein	word	war	54
62	--	,	$,	,	punctuation	,	61
63	NK	der	ART	d	word	der	64
64	SB	Kaiser	NN	Kaiser	word	Kayser	69
65	NK	mein	PPOSAT	mein	word	mein	67
66	NK	gnädiger	ADJA	gnädig	word	gnaͤdiger	67
67	AG	Herr	NN	Herr	word	Herr	64
68	--	,	$,	,	punctuation	,	67
69	SB	würde	VAFIN	werden	word	wuͤrde	61
70	SB	solches	PIS	solch	word	solches	69
71	MO	übel	ADJD	übel	word	uͤbel	74
72	CD	und	KON	und	word	und	71
73	CJ	ungnädig	ADJD	ungnädig	word	ungnaͤdig	72
74	OC	aufnehmen	VVINF	aufnehmen	word	aufnehmen	69
75	--	.	SENT	.	punctuation	.	74

1	CP	Als	KOUS	als	word	Als	13
2	MO	nun	ADV	nun	word	nun	8
3	MO	auf	APPR	auf	word	auf	8
4	NK	dem	ART	d	word	dem	6
5	NK	kaiserlichen	ADJA	kaiserlich	word	Kayserlichen	6
6	NK	Schlosse	NN	Schloß	word	Schlosse	3
7	MNR	selbst	PRF	selbst	word	selbsten	6
8	OC	angelanget	VVPP	anlangen	word	angelanget	13
9	CD	und	KON	und	word	und	8
10	NK	meine	PPOSAT	mein	word	meine	11
11	OA	Gegenwart	NN	Gegenwart	word	Gegenwart	12
12	CJ	gezeigt	VVPP	zeigen	word	gezeiget	9
13	RE	hatte	VAFIN	haben	word	hatte	15
14	--	,	$,	,	punctuation	,	13
15	MO	so	ADV	so	word	so	16
16	--	wurde	VAFIN	werden	word	wurde	0
17	MO	bald	ADV	bald	word	bald	25
18	MO	von	APPR	von	word	von	25
19	NK	denen	ART	d	word	denen	21
20	NK	anderen	ADJA	ander	word	andern	21
21	NK	Bedienten	NA	Bediente	word	Bedienten	18
22	MO	wegen	APPR	wegen	word	wegen	25
23	NK	meines	PPOSAT	mein	word	meines	24
24	NK	Vollsaufens	NN	Vollsaufens	word	Vollsauffens	22
25	RE	verhöhnet	VVPP	verhöhnet	word	verhoͤhnet	15
26	CD	und	KON	und	word	und	25
27	CJ	verspottet	VVPP	verspotten	word	verspottet	26
28	--	,	$,	,	punctuation	,	27
29	CP	indem	KOUS	indem	word	indem	40
30	MO	bald	ADV	bald	word	bald	40
31	SB	dieser	PDAT	dies	word	dieser	16
32	MO	bald	ADV	bald	word	bald	40
33	SB	jener	PDS	jen	word	jener	40
34	OP	auf	APPR	auf	word	auf	40
35	NK	eine	ART	ein	word	eine	39
36	NK	höhnische	ADJA	höhnische	word	hoͤhnische	39
37	CD	und	KON	und	word	und	36
38	CJ	spöttische	ADJA	spöttische	word	spoͤttische	37
39	NK	Art	NN	Art	word	Art	34
40	MO	fragte	VVFIN	fragen	word	fragte	16
41	--	,	$,	,	punctuation	,	40
42	CP	ob	KOUS	ob	word	ob	46
43	NK	meinen	PPOSAT	mein	word	meinen	44
44	SB	Rausch	NN	Rausch	word	Rausch	46
45	OC	ausgeschlafen	VVPP	ausschlafen	word	ausgeschlaffen	46
46	OC	habe	VAFIN	haben	word	habe	40
47	--	?	SENT	?	punctuation	?	46

1	NK	Welches	PRELS	welch	word	Welches	5
2	MO	aber	ADV	aber	word	aber	3
3	MO	lauter	PIAT	lauter	word	lauter	4
4	NK	unangenehme	ADJA	unangenehm	word	unangenehme	5
5	OA	Empfindlichkeiten	NN	Empfindlichkeit	word	Empfindlichkeiten	11
6	CD	oder	KON	oder	word	oder	5
7	MO	vielmehr	ADV	vielmehr	word	vielmehr	8
8	CJ	Verdrüßlichkeiten	NN	Verdrüßlichkeiten	word	Verdruͤßlichkeiten	6
9	MO	bei	APPR	bei	word	bey	11
10	NK	mir	PPER	ich	word	mir	9
11	--	erregte	VVFIN	erregen	word	erregete	0
12	--	.	SENT	.	punctuation	.	11

1	SB	Es	PPER	es	word	Es	2
2	--	war	VAFIN	sein	word	war	0
3	MO	aber	ADV	aber	word	aber	7
4	MO	nunmehr	ADV	nunmehr	word	nunmehro	7
5	NK	die	ART	d	word	die	6
6	SB	Zeit	NN	Zeit	word	Zeit	7
7	PD	verflossen	VVPP	verflossen	word	verflossen	2
8	--	,	$,	,	punctuation	,	7
9	CP	daß	KOUS	daß	word	daß	17
10	NK	unser	PPOSAT	unser	word	unser	12
11	NK	gnädiger	ADJA	gnädig	word	gnaͤdiger	12
12	SB	Herr	NN	Herr	word	Herr	17
13	MNR	zu	APPR	zu	word	zu	12
14	NK	Abend	NN	Abend	word	Abend	13
15	OA	Tafel	NN	Tafel	word	Tafel	16
16	OC	halten	VVINF	halten	word	halten	17
17	RE	wollte	VMFIN	wollen	word	wolte	1
18	--	,	$,	,	punctuation	,	17
19	MO	auch	ADV	auch	word	auch	25
20	SB	alles	PIS	all	word	alles	26
21	MO	hierzu	PAV	hierzu	word	hierzu	25
22	PD	fertig	ADJD	fertig	word	fertig	32
23	CD	und	KON	und	word	und	22
24	CJ	parat	ADJD	parat	word	parat	23
25	OC	gehalten	VVPP	halten	word	gehalten	26
26	RC	wurde	VAFIN	werden	word	wurde	6
27	--	,	$,	,	punctuation	,	26
28	MO	bei	APPR	bei	word	bey	33
29	NK	welcher	PRELS	welch	word	welcher	28
30	MO	auch	ADV	auch	word	auch	33
31	MO	zugegen	ADV	zugegen	word	zugegen	33
32	OC	sein	VAINF	sein	word	seyn	33
33	CJ	mußte	VMFIN	müssen	word	muste	26
34	--	,	$,	,	punctuation	,	33
35	CP	um	KOUI	um	word	um	39
36	MO	fernerhin	ADV	fernerhin	word	fernerhin	37
37	OA	denselben	PDS	derselbe	word	denselben	39
38	PM	zu	PTKZU	zu	word	zu	39
39	MO	vergnügen	VVINF	vergnügen	word	vergnuͤgen	33
40	--	.	SENT	.	punctuation	.	39

1	NK	Der	ART	d	word	Der	2
2	SB	Kaiser	NN	Kaiser	word	Kayser	10
3	--	,	$,	,	punctuation	,	2
4	MO	als	KOKOM	als	word	als	8
5	NK	meiner	PPOSAT	mein	word	meiner	6
6	NK	Person	NN	Person	word	Person	4
7	MO	hierbei	ADV	hierbei	word	hierbey	8
8	PAR	wahrgenommen	VVPP	wahrnehmen	word	wahrgenommen	2
9	--	,	$,	,	punctuation	,	8
10	--	fing	VVFIN	fangen	word	fieng	0
11	MO	an	PTKVZ	an	word	an	10
12	PM	zu	PTKZU	zu	word	zu	13
13	OC	fragen	VVINF	fragen	word	fragen	10
14	--	,	$,	,	punctuation	,	13
15	CP	ob	KOUS	ob	word	ob	19
16	SB	wir	PPER	wir	word	wir	19
17	OA	uns	PPER	wir	word	uns	19
18	MO	wohl	ADV	wohl	word	wohl	19
19	PD	erlustiget	VVPP	erlustiget	word	erlustiget	23
20	CD	und	KON	und	word	und	19
21	MO	dabei	PAV	dabei	word	dabey	22
22	CJ	vergnügt	VVPP	vergnügt	word	vergnuͤgt	20
23	NK	gewesen	VAPP	sein	word	gewesen	11
